,names,companies,car_births,car_types,car_prices_1,car_prices_2,fuel_efficiencies,fuels,images
111,2020 SMART EV D2C,SMART EV,국산차,경형,1980.0,,정보없음,전기,https://imgauto-phinf.pstatic.net/20191113_177/auto_1573612036056lVteC_PNG/20191113112615_FCgk7MJI.png?type=f160_116
112,2021 바이욘,현대,국산차,소형,16790.0,24790.0,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210303_138/auto_1614742434064fmzHV_PNG/20210303123342_SMDL2ynT.png?type=f160_116
113,2020 프로씨드,기아,국산차,준중형,19558.0,23525.0,6.8~8.4ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20200120_143/auto_1579490273991EHlzG_PNG/20200120121741_LtjIAj9o.png?type=f160_116
114,2021 i20 N,현대,국산차,소형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20201021_107/auto_1603239876247r8sYU_PNG/20201021092422_137RRlDG.png?type=f160_116
115,2021 투싼 플러그인 하이브리드,현대,국산차,준중형,39330.0,,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210315_164/auto_1615773175574rGn1u_PNG/20210315105215_yKDHDUJP.png?type=f160_116
116,2020 i30 왜건,현대,국산차,준중형,,,정보없음,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20200226_214/auto_1582687759202XxEL8_PNG/20200226122903_lCl9Vdtw.png?type=f160_116
117,2020 씨드 SW 플러그인 하이브리드,기아,국산차,준중형,24454.0,,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20200120_274/auto_1579489502048eS0Fh_PNG/20200120120443_CdVIvNO2.png?type=f160_116
118,2020 i30 패스트백,현대,국산차,준중형,,,정보없음,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20200226_215/auto_1582688173538x6V7y_PNG/20200226123555_ApWTYe03.png?type=f160_116
119,2020 X씨드 플러그인 하이브리드,기아,국산차,준중형,25037.0,28370.0,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20200120_136/auto_1579486018414tGbqI_PNG/20200120110636_72nxBSgb.png?type=f160_116
120,2019 대창모터스 다니고 III 밴,대창,국산차,경형,1880.0,,정보없음,전기,https://imgauto-phinf.pstatic.net/20191205_204/auto_1575538804570mrRbG_PNG/20191205184002_lAGG5V1f.png?type=f160_116
121,2020 SMART EV D2C,SMART EV,국산차,경형,1980.0,,정보없음,전기,https://imgauto-phinf.pstatic.net/20191113_177/auto_1573612036056lVteC_PNG/20191113112615_FCgk7MJI.png?type=f160_116
122,2021 바이욘,현대,국산차,소형,16790.0,24790.0,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210303_138/auto_1614742434064fmzHV_PNG/20210303123342_SMDL2ynT.png?type=f160_116
123,2020 프로씨드,기아,국산차,준중형,19558.0,23525.0,6.8~8.4ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20200120_143/auto_1579490273991EHlzG_PNG/20200120121741_LtjIAj9o.png?type=f160_116
124,2021 i20 N,현대,국산차,소형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20201021_107/auto_1603239876247r8sYU_PNG/20201021092422_137RRlDG.png?type=f160_116
125,2021 투싼 플러그인 하이브리드,현대,국산차,준중형,39330.0,,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210315_164/auto_1615773175574rGn1u_PNG/20210315105215_yKDHDUJP.png?type=f160_116
126,2020 i30 왜건,현대,국산차,준중형,,,정보없음,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20200226_214/auto_1582687759202XxEL8_PNG/20200226122903_lCl9Vdtw.png?type=f160_116
127,2020 씨드 SW 플러그인 하이브리드,기아,국산차,준중형,24454.0,,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20200120_274/auto_1579489502048eS0Fh_PNG/20200120120443_CdVIvNO2.png?type=f160_116
128,2020 i30 패스트백,현대,국산차,준중형,,,정보없음,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20200226_215/auto_1582688173538x6V7y_PNG/20200226123555_ApWTYe03.png?type=f160_116
129,2020 X씨드 플러그인 하이브리드,기아,국산차,준중형,25037.0,28370.0,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20200120_136/auto_1579486018414tGbqI_PNG/20200120110636_72nxBSgb.png?type=f160_116
0,2022 벤츠 AMG GT 4도어 쿠페,벤츠,수입차,대형,,,10.0ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20210615_289/auto_1623732011432MFggb_PNG/20210615133957_rag6H2co.png?type=f160_116
1,2022 링컨 네비게이터,링컨,수입차,대형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210819_205/auto_1629362007062CGsXF_PNG/20210819173310_4hxHQr0f.png?type=f160_116
2,2021 벤츠 E클래스,벤츠,수입차,준대형,6450.0,1460.0,억,91132km,https://imgauto-phinf.pstatic.net/20201109_239/auto_1604892407514cdRGP_PNG/20201109122644_1RocFNXN.png?type=f160_116
3,2022 렉서스 ES 하이브리드,렉서스,수입차,준대형,6190.0,6860.0,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210419_109/auto_1618829757494qck7z_PNG/20210419195544_oeErfwqq.png?type=f160_116
4,2022 부가티 시론 슈퍼 스포츠,부가티,수입차,스포츠카,3200000.0,,25.2ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20210617_229/auto_1623926978290rw8a4_PNG/20210617194921_zI0yjIYD.png?type=f160_116
5,2022 로터스 에미라,로터스,수입차,스포츠카,60000.0,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210708_111/auto_1625731766021G4hWI_PNG/20210708170904_pMi039Y9.png?type=f160_116
6,2022 렉서스 ES F 스포츠 하이브리드,렉서스,수입차,준대형,7110.0,,정보없음,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210419_97/auto_1618829628541yxwFM_PNG/20210419195335_3bCSbeVb.png?type=f160_116
7,2021 벤츠 EQA,벤츠,수입차,준중형,5990.0,6790.0,4.1km/kWh,전기,https://imgauto-phinf.pstatic.net/20210121_100/auto_1611190342241ipA7n_PNG/20210121095204_XtCxMMbS.png?type=f160_116
8,2021 BMW 5시리즈,BMW,수입차,준대형,6360.0,12180.0,억,79156km,https://imgauto-phinf.pstatic.net/20200527_254/auto_15905516585213Tz8q_PNG/20200527125410_OYtEcTAt.png?type=f160_116
9,2021 벤츠 S클래스,벤츠,수입차,대형,14060.0,21860.0,억,억,https://imgauto-phinf.pstatic.net/20201029_210/auto_1603940833424952s7_PNG/20201029120710_HcVA5KYo.png?type=f160_116
10,2022 아바쓰 500,아바쓰,수입차,소형,23272.0,28000.0,6.0ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20210705_33/auto_1625456493740rpe3A_PNG/20210705124119_nd16uufa.png?type=f160_116
11,2022 폭스바겐 제타,폭스바겐,수입차,준중형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210824_228/auto_1629774989041E3vXy_PNG/20210824121612_wkpKgi8g.png?type=f160_116
12,2022 쉐보레 트레일블레이저,쉐보레,수입차,소형,1959.0,2853.0,11.6~12.9km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201221_59/auto_1608521040474HCjuT_PNG/20201221122340_jN7G9EiY.png?type=f160_116
13,2021 테슬라 모델3,테슬라,수입차,중형,5479.0,7479.0,5.1~6.1km/kWh,전기,https://imgauto-phinf.pstatic.net/20210215_20/auto_1613357796593c1hLw_PNG/20210215111524_dJG1zEzC.png?type=f160_116
14,2022 쉐보레 볼트 EUV,쉐보레,수입차,소형,4490.0,,5.5km/kWh,전기,https://imgauto-phinf.pstatic.net/20210811_52/auto_1628646522632TMdaG_PNG/20210811104828_Sd52rt1f.png?type=f160_116
15,2021 폭스바겐 티구안,폭스바겐,수입차,준중형,4005.0,4646.0,13.4~15.6km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210722_246/auto_16269342747482VrtX_PNG/20210722151059_zYu7v93G.png?type=f160_116
16,2021 테슬라 모델Y,테슬라,수입차,중형,6999.0,7999.0,4.8~5.4km/kWh,전기,https://imgauto-phinf.pstatic.net/20210215_24/auto_1613363977843iDeLi_PNG/20210215133934_Ci191Qe5.png?type=f160_116
17,2021 아우디 Q5,아우디,수입차,중형,6409.0,6999.0,10.2~12.8km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210614_5/auto_1623643473640ByVur_PNG/20210614130419_HJ4EZIIi.png?type=f160_116
18,2022 쉐보레 볼트 EV,쉐보레,수입차,소형,4130.0,,5.4km/kWh,전기,https://imgauto-phinf.pstatic.net/20210811_63/auto_1628645624881JHLIe_PNG/20210811103318_OHleJr5u.png?type=f160_116
19,2021 벤츠 GLE 쿠페 AMG,벤츠,수입차,준대형,14360.0,18360.0,억,억,https://imgauto-phinf.pstatic.net/20210818_107/auto_1629261145049Cq8Qk_PNG/20210818133215_cMdlt8qH.png?type=f160_116
20,2021 BMW 3시리즈,BMW,수입차,중형,5170.0,8070.0,9.9~14.3km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201207_32/auto_160731954856467dy1_PNG/20201207143858_DfQjfP7O.png?type=f160_116
21,2022 다치아 더스터,다치아,수입차,소형,,,정보없음,"디젤,가솔린,LPG",https://imgauto-phinf.pstatic.net/20210623_116/auto_1624424953306r5jxR_PNG/20210623140856_fAYWG9AR.png?type=f160_116
22,2021 포르쉐 파나메라,포르쉐,수입차,대형,14290.0,29410.0,억,억,https://imgauto-phinf.pstatic.net/20210225_286/auto_1614229734266HwuFE_PNG/20210225140839_UXtrMRtT.png?type=f160_116
23,2022 폭스바겐 제타 GLI,폭스바겐,수입차,준중형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20210824_250/auto_1629775355250D6nvX_PNG/20210824122220_eYDAM8vl.png?type=f160_116
24,2021 아우디 A6,아우디,수입차,준대형,6457.0,8628.0,10.8~15.8km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210115_125/auto_1610682648332tvOev_PNG/20210115125036_5kg9B9y4.png?type=f160_116
25,2020 벤츠 C클래스,벤츠,수입차,중형,5080.0,6310.0,10.8~14.0km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20200225_129/auto_1582592159026dyiSc_PNG/20200225095548_F8uMNoI9.png?type=f160_116
26,2021 볼보 XC60,볼보,수입차,중형,6090.0,7100.0,9.3~9.8km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210401_28/auto_16172397199020Jbfn_PNG/20210401101507_ggk8nQI6.png?type=f160_116
27,2021 볼보 XC40,볼보,수입차,준중형,4670.0,5130.0,10.3km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200819_1/auto_1597824307665Mn5d0_PNG/20200819170455_fIak5ChI.png?type=f160_116
28,2021 BMW X5,BMW,수입차,준대형,1330.0,14520.0,억,억,https://imgauto-phinf.pstatic.net/20201207_208/auto_1607330695506wrWws_PNG/20201207174444_yAe3Bqma.png?type=f160_116
29,2021 BMW X3,BMW,수입차,중형,6410.0,8910.0,8.7~12.1km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201207_243/auto_1607328023844YM8zp_PNG/20201207170012_w6FG0q02.png?type=f160_116
30,2021 벤츠 GLC클래스,벤츠,수입차,중형,6900.0,8000.0,9.2~12.4km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210308_14/auto_1615175374852YGFda_PNG/20210308124921_OF4plEik.png?type=f160_116
31,2022 랜드로버 디스커버리,랜드로버,수입차,준대형,8680.0,11340.0,억,75108km,https://imgauto-phinf.pstatic.net/20210503_78/auto_1620009951721WUn8b_PNG/20210503110218_QkcDMtc0.png?type=f160_116
32,2021 BMW X7,BMW,수입차,대형,13080.0,16940.0,억,억,https://imgauto-phinf.pstatic.net/20201201_27/auto_16068040247533EouQ_PNG/20201201152654_EWVi3jQ9.png?type=f160_116
33,2021 벤츠 A클래스,벤츠,수입차,준중형,3940.0,,11.9km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201224_158/auto_1608777988452a3TdJ_PNG/20201224114616_zKJrRpJs.png?type=f160_116
34,2021 벤츠 G클래스,벤츠,수입차,중형,16060.0,,억,84km,https://imgauto-phinf.pstatic.net/20210408_119/auto_1617846230950WXdJr_PNG/20210408104338_fUN8ogHb.png?type=f160_116
35,2021 볼보 XC90,볼보,수입차,준대형,8260.0,9290.0,9.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210401_87/auto_16172377871243TBVf_PNG/20210401094255_ebKuuYRZ.png?type=f160_116
36,2021 벤츠 GLB클래스,벤츠,수입차,준중형,5270.0,6370.0,10.5~14.2km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210119_146/auto_16110176431456Ce0R_PNG/20210119095348_flsaiPWf.png?type=f160_116
37,2021 포르쉐 타이칸,포르쉐,수입차,준대형,14560.0,23360.0,억,억,https://imgauto-phinf.pstatic.net/20201127_167/auto_1606439310527Alp5M_PNG/20201127100827_NlyOZOID.png?type=f160_116
38,2021 쉐보레 트래버스,쉐보레,수입차,준대형,4520.0,5522.0,8.3km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210906_183/auto_1630886501724ljzoG_PNG/20210906090128_ZwtltIKA.png?type=f160_116
39,2021 BMW X6,BMW,수입차,준대형,11230.0,14800.0,억,억,https://imgauto-phinf.pstatic.net/20201207_106/auto_1607329856688C80s5_PNG/20201207173046_tNQ8lNhE.png?type=f160_116
40,2021 BMW X4,BMW,수입차,중형,6640.0,9120.0,8.7~11.5km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201207_205/auto_1607329367198KJgsw_PNG/20201207172236_ziB5zRA8.png?type=f160_116
41,2020 페라리 로마,페라리,수입차,스포츠카,32000.0,,억,74km,https://imgauto-phinf.pstatic.net/20191114_97/auto_1573697172618KGhl3_PNG/20191114110550_eSELvXsu.png?type=f160_116
42,2022 BMW X1,BMW,수입차,준중형,5080.0,5470.0,9.8~13.3km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210728_60/auto_1627456894794yeyep_PNG/20210728162117_Pmaxiejw.png?type=f160_116
43,2021 아우디 Q8,아우디,수입차,준대형,1243.0,11662.0,억,억,https://imgauto-phinf.pstatic.net/20201204_113/auto_16070653762499Fosw_PNG/20201204160237_P4z6QVtQ.png?type=f160_116
44,2022 쉐보레 스파크,쉐보레,수입차,경형,977.0,1448.0,14.4~15.0km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210730_148/auto_1627614178038EDQp3_PNG/20210730120241_mJkmJqcX.png?type=f160_116
45,2021 벤츠 GLE클래스,벤츠,수입차,준대형,9970.0,11860.0,억,87107km,https://imgauto-phinf.pstatic.net/20210308_220/auto_1615176512715t6jiC_PNG/20210308130820_5vFxVOXq.png?type=f160_116
46,2021 포드 익스플로러,포드,수입차,준대형,6020.0,6760.0,8.3~8.9km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210106_175/auto_1609895354334SVIQD_PNG/20210106100849_9aX2GkoL.png?type=f160_116
47,2021 벤츠 CLA클래스,벤츠,수입차,준중형,5520.0,,11.5km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201117_256/auto_1605582170805Q6Aa9_PNG/20201117120208_6CCHu5C8.png?type=f160_116
48,2021 지프 레니게이드,지프,수입차,소형,3610.0,4360.0,9.2~10.0km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210303_290/auto_16147373185226SQ3L_PNG/20210303110812_cOlOyz5I.png?type=f160_116
49,2021 폭스바겐 제타,폭스바겐,수입차,준중형,2949.0,3285.0,13.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210115_188/auto_1610680116658cBdoN_PNG/20210115120818_DZhq88gS.png?type=f160_116
50,2021 BMW Z4,BMW,수입차,스포츠카,6640.0,9160.0,10.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201207_9/auto_1607325105769m7RPO_PNG/20201207161127_lZYaZJwG.png?type=f160_116
51,2019 포르쉐 카이엔,포르쉐,수입차,준대형,11120.0,17100.0,억,억,https://imgauto-phinf.pstatic.net/20190131_282/auto_1548912900709iVg6q_PNG/20190131143440_gKMQ1ynV.png?type=f160_116
52,2021 아우디 A7,아우디,수입차,준대형,8923.0,9856.0,9.5~12.1km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201204_172/auto_1607064757012NKf2o_PNG/20201204155221_f6Bn9WqX.png?type=f160_116
53,2021 벤츠 CLS클래스,벤츠,수입차,준대형,11160.0,12260.0,억,억,https://imgauto-phinf.pstatic.net/20201124_131/auto_1606193113430LnjyK_PNG/20201124134453_Q48zDBlk.png?type=f160_116
54,2021 벤츠 마이바흐 S클래스,벤츠,수입차,대형,26060.0,,억,79km,https://imgauto-phinf.pstatic.net/20210623_15/auto_1624422701904JBAdH_PNG/20210623133138_D4iyOcyE.png?type=f160_116
55,2021 벤츠 GLE클래스 AMG,벤츠,수입차,준대형,14260.0,,억,83km,https://imgauto-phinf.pstatic.net/20210818_248/auto_1629261334045dHI6v_PNG/20210818133522_sN1fJ7PS.png?type=f160_116
56,2021 벤츠 EQS AMG,벤츠,수입차,대형,,,4.2km/kWh,전기,https://imgauto-phinf.pstatic.net/20210906_94/auto_16309088483651AloE_PNG/20210906151352_JQLl4Whh.png?type=f160_116
57,2021 캐딜락 에스컬레이드,캐딜락,수입차,대형,15357.0,,억,65km,https://imgauto-phinf.pstatic.net/20210610_156/auto_1623286456209xRUbI_PNG/20210610095404_3BXgVmYI.png?type=f160_116
58,2021 볼보 S90,볼보,수입차,준대형,6030.0,7090.0,10.3~11.3km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210621_184/auto_16242495049603kKyJ_PNG/20210621132458_ZCE05s2h.png?type=f160_116
59,2021 BMW 4시리즈 컨버터블,BMW,수입차,중형,6790.0,9000.0,11.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210830_273/auto_1630291662601OGCuN_PNG/20210830114725_TSNc5U3P.png?type=f160_116
60,2021 벤츠 GLS클래스,벤츠,수입차,대형,14060.0,16760.0,억,억,https://imgauto-phinf.pstatic.net/20210302_224/auto_1614654858743jbnju_PNG/20210302121408_VjNQwiyZ.png?type=f160_116
61,2021 람보르기니 우루스,람보르기니,수입차,대형,25990.0,,억,63km,https://imgauto-phinf.pstatic.net/20200902_89/auto_1599008310127SWc35_PNG/20200902095803_w85bG5L3.png?type=f160_116
62,2021 쉐보레 콜로라도,쉐보레,수입차,준대형,3830.0,4649.0,8.1~8.3km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200916_63/auto_160022066414464xYH_PNG/20200916104408_R9sdmid1.png?type=f160_116
63,2022 쉐보레 말리부,쉐보레,수입차,중형,2364.0,3338.0,10.5~14.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210730_19/auto_1627614609181A0qB3_PNG/20210730120953_9yV1HZYg.png?type=f160_116
64,2021 볼보 S60,볼보,수입차,중형,4810.0,5410.0,11.7km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200819_54/auto_1597822948881ksznx_PNG/20200819164216_ISzNeHbu.png?type=f160_116
65,2021 벤틀리 플라잉 스퍼,벤틀리,수입차,대형,32000.0,32300.0,억,억,https://imgauto-phinf.pstatic.net/20201015_70/auto_1602723403147KxXbW_PNG/20201015095628_fqoMZpvO.png?type=f160_116
66,2021 벤츠 GLA클래스,벤츠,수입차,준중형,5260.0,6010.0,10.5~11.5km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201124_135/auto_1606196014324KEUgI_PNG/20201124143322_92zOOpaO.png?type=f160_116
67,2021 마세라티 기블리,마세라티,수입차,준대형,11450.0,18050.0,억,억,https://imgauto-phinf.pstatic.net/20200717_286/auto_1594946566143E8Jnm_PNG/20200717094233_ssdnGPJU.png?type=f160_116
68,2021 BMW 4시리즈,BMW,수입차,중형,5940.0,8290.0,10.4~11.5km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210201_23/auto_1612160168217I7YGD_PNG/20210201151434_8tREJsbO.png?type=f160_116
69,2021 BMW 6시리즈 그란투리스모,BMW,수입차,준대형,8210.0,1420.0,억,93135km,https://imgauto-phinf.pstatic.net/20200527_265/auto_1590555275828UNNud_PNG/20200527135400_VZafgpBW.png?type=f160_116
70,2019 테슬라 모델X,테슬라,수입차,준대형,11599.0,13599.0,억,억,https://imgauto-phinf.pstatic.net/20200313_16/auto_1584061921235JIJPN_PNG/20200313101159_jbAeiURL.png?type=f160_116
71,2021 폭스바겐 투아렉,폭스바겐,수입차,준대형,8275.0,9659.0,10.3km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20201216_234/auto_1608085332991HR5bY_PNG/20201216112158_svA6J3fW.png?type=f160_116
72,2021 렉서스 ES 하이브리드,렉서스,수입차,준대형,6110.0,6710.0,17.2km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20201221_106/auto_1608534320255NuFou_PNG/20201221160517_NQSXnsAk.png?type=f160_116
73,2022 토요타 캠리 하이브리드,토요타,수입차,중형,3762.0,4357.0,17.1~18.5km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210518_213/auto_1621306810838jglzk_PNG/20210518115958_YQ1vOFTi.png?type=f160_116
74,2021 지프 랭글러,지프,수입차,중형,5990.0,6740.0,8.2~9.0km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210303_30/auto_1614736752617woK7T_PNG/20210303105859_uahH7QVw.png?type=f160_116
75,2021 아우디 e-트론,아우디,수입차,준대형,9805.0,11492.0,억,2930kmkWh,https://imgauto-phinf.pstatic.net/20210521_121/auto_1621557356062LLvFi_PNG/20210521093540_8aFOYUQC.png?type=f160_116
76,2021 BMW 7시리즈,BMW,수입차,대형,13870.0,23340.0,억,억,https://imgauto-phinf.pstatic.net/20201207_239/auto_1607321606383rGDMj_PNG/20201207151305_YTByWhC1.png?type=f160_116
77,2021 링컨 에비에이터,링컨,수입차,준대형,8410.0,9390.0,8.1km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210728_51/auto_1627459683091js66D_PNG/20210728170752_Sl2PhNah.png?type=f160_116
78,2021 벤츠 A클래스 세단,벤츠,수입차,준중형,4040.0,4890.0,11.6~16.1km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201124_132/auto_1606184044135dTQxT_PNG/20201124111347_YAnMepSI.png?type=f160_116
79,2021 벤츠 GLC 쿠페,벤츠,수입차,중형,7390.0,8310.0,9.2~12.4km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210308_127/auto_1615174919857wSLNF_PNG/20210308124148_3Xsb0rxx.png?type=f160_116
80,2021 아우디 Q7,아우디,수입차,준대형,9129.0,11262.0,억,79110km,https://imgauto-phinf.pstatic.net/20201204_41/auto_1607065135356JReK4_PNG/20201204155837_q1qaMpce.png?type=f160_116
81,2021 BMW 1시리즈,BMW,수입차,준중형,3940.0,6080.0,10.0~14.3km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20201207_145/auto_1607314909914AFViy_PNG/20201207132132_wCtB5Jhd.png?type=f160_116
82,2021 폭스바겐 티록,폭스바겐,수입차,소형,3599.0,4032.0,15.1km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210129_97/auto_1611888721630LXKJH_PNG/20210129115149_2Ab5CZGX.png?type=f160_116
83,2021 볼보 V60 크로스 컨트리,볼보,수입차,중형,5330.0,5940.0,10.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200819_5/auto_1597823702225stDAn_PNG/20200819165451_psTjO5Hz.png?type=f160_116
84,2021 벤츠 AMG GT 4도어 쿠페,벤츠,수입차,대형,13760.0,24160.0,억,억,https://imgauto-phinf.pstatic.net/20210504_44/auto_1620110080715sFkdt_PNG/20210504153439_elUHUw7H.png?type=f160_116
85,2021 벤틀리 벤테이가,벤틀리,수입차,대형,3900.0,,억,정보없음,https://imgauto-phinf.pstatic.net/20210120_203/auto_1611130848423NW4G5_PNG/20210120172035_EQW0GUrB.png?type=f160_116
86,2020 링컨 노틸러스,링컨,수입차,중형,5910.0,6680.0,8.7km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200814_283/auto_1597375671365DiifQ_PNG/20200814122739_6sUmwaSI.png?type=f160_116
87,2021 랜드로버 디펜더 110,랜드로버,수입차,중형,9180.0,11660.0,억,7698km,https://imgauto-phinf.pstatic.net/20210614_24/auto_16236350602932S5SK_PNG/20210614104407_U6Bc9UPp.png?type=f160_116
88,2021 BMW 2시리즈,BMW,수입차,준중형,36350.0,48550.0,5.1~8.8ℓ/100km,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210708_175/auto_16257308304273Dc5h_PNG/20210708165335_zrBv3Wsm.png?type=f160_116
89,2022 쉐보레 트랙스,쉐보레,수입차,소형,1885.0,2333.0,11.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210118_62/auto_1610958494502bxV5m_PNG/20210118172756_Mlehxu0d.png?type=f160_116
90,2021 마세라티 콰트로포르테,마세라티,수입차,대형,16730.0,28360.0,억,억,https://imgauto-phinf.pstatic.net/20200811_104/auto_15971115410466LRoN_PNG/20200811110527_oLrdzIhd.png?type=f160_116
91,2021 벤츠 GLE 쿠페,벤츠,수입차,준대형,12060.0,,억,105km,https://imgauto-phinf.pstatic.net/20210308_103/auto_1615175541642fbspf_PNG/20210308125211_H1aLt93B.png?type=f160_116
92,2021 벤츠 GLC클래스 AMG,벤츠,수입차,중형,9800.0,,8.3km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210818_116/auto_1629260743100WqfCi_PNG/20210818132534_WAizC9p6.png?type=f160_116
93,2021 벤츠 EQE,벤츠,수입차,준대형,,,5.2km/kWh,전기,https://imgauto-phinf.pstatic.net/20210906_61/auto_1630905529001nG93z_PNG/20210906141830_bWIMtEQf.png?type=f160_116
94,2021 미니 컨트리맨,미니,수입차,소형,3960.0,4470.0,11.6km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201008_270/auto_1602122605861VVrFX_PNG/20201008110309_TxcpgwQF.png?type=f160_116
95,2021 포드 레인저 랩터,포드,수입차,준대형,6390.0,,8.9km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210222_68/auto_1613976022215w7caj_PNG/20210222154005_2l6XCep7.png?type=f160_116
96,2019 포르쉐 박스터,포르쉐,수입차,스포츠카,8960.0,1130.0,억,9094km,https://imgauto-phinf.pstatic.net/20180214_32/auto_1518587388260RUJdL_PNG/20180214144946_9qZDpKcc.png?type=f160_116
97,2019 테슬라 모델S,테슬라,수입차,준대형,1414.0,12914.0,억,억,https://imgauto-phinf.pstatic.net/20210122_235/auto_1611295216722Royc9_PNG/20210122150013_FXZA5qh7.png?type=f160_116
98,2021 마세라티 르반떼,마세라티,수입차,준대형,13610.0,23910.0,억,억,https://imgauto-phinf.pstatic.net/20210420_277/auto_1618898140180sQ9aj_PNG/20210420145534_W2FhucVl.png?type=f160_116
99,2021 포드 머스탱,포드,수입차,스포츠카,51720.0,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20200617_40/auto_15923662785010gBS5_PNG/20200617125738_W8RuWX9B.png?type=f160_116
100,2021 벤츠 EQS,벤츠,수입차,대형,106374.0,135529.0,정보없음,전기,https://imgauto-phinf.pstatic.net/20210416_156/auto_1618535455135tsW1i_PNG/20210416101037_kQ1wMO2B.png?type=f160_116
101,2021 맥라렌 아투라,맥라렌,수입차,스포츠카,29900.0,,억,정보없음,https://imgauto-phinf.pstatic.net/20210217_33/auto_1613527733926bwk9I_PNG/20210217110836_AAbT4dTc.png?type=f160_116
